Sentence #,Word,Tag
,Yesterday,O
,to,O
,my,B-playlist_owner
,playlist,O
,The,B-playlist
,Southern,I-playlist
,Highway,I-playlist
,Chronicles,I-playlist
Sentence: 167,Add,O
,Tranquility,B-entity_name
,to,O
,the,O
,Latin,B-playlist
,Pop,I-playlist
,Rising,I-playlist
,playlist.,O
Sentence: 168,Add,O
,a,O
,tune,B-music_item
,to,O
,Skylar,B-playlist
,Diggins',I-playlist
,Training,I-playlist
,Mix,I-playlist
Sentence: 169,add,O
,this,O
,teddy,B-artist
,charles,I-artist
,album,B-music_item
,to,O
,this,B-playlist
,is,I-playlist
,pavarotti,I-playlist
,my,B-playlist_owner
,playlist,O
Sentence: 170,Can,O
,you,O
,put,O
,tire,B-entity_name
,me,I-entity_name
,onto,O
,my,B-playlist_owner
,new,B-playlist
,music,I-playlist
,friday,I-playlist
,latin,I-playlist
,playlist?,O
Sentence: 171,Add,O
,Come,B-entity_name
,on,I-entity_name
,Feel,I-entity_name
,the,I-entity_name
,Lemonheads,I-entity_name
,to,O
,my,B-playlist_owner
,salsa,B-playlist
,classics,I-playlist
,playlist.,O
Sentence: 172,Add,O
,the,O
,artist,B-music_item
,LeAnn,B-artist
,Rimes,I-artist
,to,O
,the,O
,Women,B-playlist
,of,I-playlist
,Indie,I-playlist
,playlist.,O
Sentence: 173,Add,O
,a,O
,Kanon,B-artist
,Wakeshima,I-artist
,track,B-music_item
,to,O
,the,O
,Feeling,B-playlist
,Blue,I-playlist
,playlist.,O
Sentence: 174,Add,O
,this,O
,tune,B-music_item
,to,O
,my,B-playlist_owner
,rage,B-playlist
,radio,I-playlist
,playlist,O
Sentence: 175,add,O
,to,B-entity_name
,anacreon,I-entity_name
,in,I-entity_name
,heaven,I-entity_name
,into,O
,the,O
,playlist,O
,girls',B-playlist
,night,I-playlist
Sentence: 176,Add,O
,Transmission,B-entity_name
,to,O
,my,B-playlist_owner
,found,B-playlist
,them,I-playlist
,first,I-playlist
Sentence: 177,add,O
,song,B-music_item
,to,O
,my,B-playlist_owner
,El,B-playlist
,Mejor,I-playlist
,Pop,I-playlist
,en,I-playlist
,Español,I-playlist
Sentence: 178,Add,O
,out,B-entity_name
,of,I-entity_name
,the,I-entity_name
,air,I-entity_name
,to,O
,my,B-playlist_owner
,a,B-playlist
,mis,I-playlist
,niños,I-playlist
,de,I-playlist
,30,I-playlist
,playlist,O
Sentence: 179,Add,O
,artist,B-music_item
,to,O
,my,B-playlist_owner
,80'S,B-playlist
,PARTY,I-playlist
Sentence: 180,Can,O
,you,O
,put,O
,this,O
,track,B-music_item
,onto,O
,classic,B-playlist
,jazz,I-playlist
,funk,I-playlist
,?,O
Sentence: 181,Add,O
,cordell,B-artist
,mosson,I-artist
,to,O
,my,B-playlist_owner
,i,B-playlist
,love,I-playlist
,my,I-playlist
,neo,I-playlist
,soul,I-playlist
,list,O
Sentence: 182,Add,O
,CJ,B-artist
,Snare,I-artist
,to,O
,my,B-playlist_owner
,indie,B-playlist
,mim,I-playlist
,playlist,O
Sentence: 183,add,O
,to,O
,my,B-playlist_owner
,playlist,O
,Lazy,B-playlist
,Chill,I-playlist
,Afternoon,I-playlist
,Nothing,B-entity_name
,Can,I-entity_name
,Stop,I-entity_name
,Us,I-entity_name
Sentence: 184,Place,O
,Raise,B-entity_name
,Your,I-entity_name
,Fist,I-entity_name
,onto,O
,year,B-playlist
,in,I-playlist
,metal,I-playlist
,2016,I-playlist
,.,O
Sentence: 185,Add,O
,Hound,B-artist
,Dog,I-artist
,Taylor,I-artist
,to,O
,the,O
,miami,B-playlist
,2017,I-playlist
,guest,I-playlist
,list,I-playlist
,playlist.,O
Sentence: 186,Please,O
,add,O
,a,O
,tune,B-music_item
,by,O
,kaori,B-artist
,utatsuki,I-artist
,to,O
,my,B-playlist_owner
,Korean,B-playlist
,OSTs,I-playlist
,playlist,O
Sentence: 187,I'd,O
,like,O
,johnny,B-artist
,nash,I-artist
,to,O
,be,O
,put,O
,into,O
,my,B-playlist_owner
,playlist,O
,Always,B-playlist
,Pop,I-playlist
,Punk,I-playlist
Sentence: 188,I,O
,want,O
,to,O
,add,O
,Digital,B-entity_name
,Line,I-entity_name
,to,O
,my,B-playlist_owner
,playlist,O
,called,O
,Infantil,B-playlist
Sentence: 189,add,O
,this,O
,clint,B-artist
,mansell,I-artist
,song,B-music_item
,to,O
,latin,B-playlist
,pop,I-playlist
,classics,I-playlist
Sentence: 190,Add,O
,the,O
,song,B-music_item
,to,O
,my,B-playlist_owner
,R&B,B-playlist
,Movement,I-playlist
,playlist.,O
Sentence: 191,Add,O
,the,O
,artist,B-music_item
,Gwenno,B-artist
,Pipette,I-artist
,to,O
,the,O
,sexy,B-playlist
,as,I-playlist
,folk,I-playlist
,playlist.,O
Sentence: 192,Incorporate,O
,Nao,B-artist
,Kawakita,I-artist
,into,O
,the,O
,epic,B-playlist
,classical,I-playlist
,playlist.,O
Sentence: 193,Add,O
,the,O
,album,B-music_item
,to,O
,my,B-playlist_owner
,Heavy,B-playlist
,Gamer,I-playlist
,playlist.,O
Sentence: 194,Add,O
,big,B-artist
,bill,I-artist
,broonzy,I-artist
,to,O
,my,B-playlist_owner
,Impulso,B-playlist
,Creativo,I-playlist
Sentence: 195,Add,O
,suffer,B-entity_name
,little,I-entity_name
,children,I-entity_name
,to,O
,this,B-playlist
,is,I-playlist
,racionais,I-playlist
,mc's,I-playlist
,playlist,O
Sentence: 196,Add,O
,thomas,B-artist
,a,I-artist
,dorsey,I-artist
,to,O
,my,B-playlist_owner
,Big,B-playlist
,Band,I-playlist
Sentence: 197,Add,O
,some,O
,patrick,B-artist
,stump,I-artist
,to,O
,maritza's,B-playlist_owner
,disco,B-playlist
,fever,I-playlist
,list,O
Sentence: 198,add,O
,this,O
,album,B-music_item
,to,O
,my,B-playlist_owner
,de,B-playlist
,camino,I-playlist
,a,I-playlist
,clase,I-playlist
,playlist,O
Sentence: 199,Add,O
,artist,B-music_item
,to,O
,my,B-playlist_owner
,working,B-playlist
,day,I-playlist
Sentence: 200,add,O
,this,O
,track,B-music_item
,to,O
,my,B-playlist_owner
,epic,B-playlist
,wall,I-playlist
,of,I-playlist
,sound,I-playlist
,playlist,O
Sentence: 201,Add,O
,this,O
,tune,B-music_item
,to,O
,the,O
,Spinnin',B-playlist
,Records,I-playlist
,Top,I-playlist
,100,I-playlist
,list,O
Sentence: 202,Add,O
,track,B-music_item
,to,O
,Afternoon,B-playlist
,Train,I-playlist
,Ride,I-playlist
Sentence: 203,add,O
,keltech,B-artist
,to,O
,my,B-playlist_owner
,70s,B-playlist
,road,I-playlist
,trip,I-playlist
,playlist,O
Sentence: 204,I,O
,need,O
,another,O
,artist,B-music_item
,in,O
,the,O
,New,B-playlist
,Indie,I-playlist
,Mix,I-playlist
,playlist.,O
Sentence: 205,add,O
,the,O
,song,B-music_item
,to,O
,the,O
,Dub,B-playlist
,On,I-playlist
,The,I-playlist
,Beach,I-playlist
,playlist,O
Sentence: 206,add,O
,the,O
,album,B-music_item
,to,O
,the,O
,Six,B-playlist
,string,I-playlist
,peacefulness,I-playlist
,playlist,O
Sentence: 207,I,O
,want,O
,this,O
,album,B-music_item
,on,O
,my,B-playlist_owner
,Indie,B-playlist
,Alternativa,I-playlist
,playlist,O
Sentence: 208,Add,O
,the,O
,current,O
,tune,B-music_item
,to,O
,my,B-playlist_owner
,Evening,B-playlist
,Groove,I-playlist
,list,O
Sentence: 209,Add,O
,Welcome,B-entity_name
,to,I-entity_name
,the,I-entity_name
,Cruel,I-entity_name
,World,I-entity_name
,to,O
,my,B-playlist_owner
,Reggae,B-playlist
,Classics,I-playlist
,playlist,O
Sentence: 210,Add,O
,Ronski,B-artist
,Speed,I-artist
,to,O
,sweet,B-playlist
,soul,I-playlist
,chillout,I-playlist
Sentence: 211,Add,O
,artist,B-music_item
,to,O
,ina's,B-playlist_owner
,2010s,B-playlist
,smash,I-playlist
,hits,I-playlist
Sentence: 212,add,O
,Devil,B-entity_name
,Pray,I-entity_name
,to,O
,my,B-playlist_owner
,party,B-playlist
,list,O
Sentence: 213,add,O
,this,O
,track,B-music_item
,to,O
,my,B-playlist_owner
,party,B-playlist
,playlist,O
Sentence: 214,add,O
,the,O
,track,B-music_item
,by,O
,josh,B-artist
,kear,I-artist
,to,O
,myra's,B-playlist_owner
,playlist,O
,with,O
,the,O
,name,O
,highway,B-playlist
,61,I-playlist
Sentence: 215,add,O
,song,B-music_item
,to,O
,evening,B-playlist
,playlist,O
Sentence: 216,Add,O
,this,O
,track,B-music_item
,to,O
,my,B-playlist_owner
,Dance,B-playlist
,Workout,I-playlist
,playlist,O
Sentence: 217,Add,O
,bret,B-artist
,mckenzie,I-artist
,to,O
,my,B-playlist_owner
,Pop,B-playlist
,Commute,I-playlist
,playlist,O
Sentence: 218,add,O
,Yameen,B-artist
,to,O
,the,O
,uncharted,B-playlist
,4,I-playlist
,nathan,I-playlist
,drake,I-playlist
,playlist,O
Sentence: 219,add,O
,vl,B-artist
,mike,I-artist
,to,O
,my,B-playlist_owner
,Dcode2016,B-playlist
,playlist,O
Sentence: 220,add,O
,joshua,B-artist
,radin,I-artist
,to,O
,my,B-playlist_owner
,playlist,O
,called,O
,Futuros,B-playlist
,Hits,I-playlist
Sentence: 221,add,O
,artist,B-music_item
,to,O
,my,B-playlist_owner
,playlist,O
,i,B-playlist
,love,I-playlist
,my,I-playlist
,80's,I-playlist
,rollerdisco,I-playlist
Sentence: 222,add,O
,hold,B-entity_name
,my,I-entity_name
,liquor,I-entity_name
,to,O
,electroNOW,B-playlist
Sentence: 223,Add,O
,i,B-entity_name
,dreamt,I-entity_name
,of,I-entity_name
,a,I-entity_name
,dragon,I-entity_name
,to,O
,my,B-playlist_owner
,Futuros,B-playlist
,Hits,I-playlist
,playlist.,O
Sentence: 224,add,O
,Of,B-entity_name
,Rivers,I-entity_name
,and,I-entity_name
,Religion,I-entity_name
,to,O
,my,B-playlist_owner
,sexy,B-playlist
,as,I-playlist
,folk,I-playlist
,playlist,O
Sentence: 225,Add,O
,Shooter,B-artist
,Jennings,I-artist
,to,O
,the,O
,All,B-playlist
,Out,I-playlist
,70s,I-playlist
,playlist.,O
Sentence: 226,Add,O
,this,O
,track,B-music_item
,to,O
,the,O
,Sin,B-playlist
,Ti,I-playlist
,playlist,O
Sentence: 227,Add,O
,another,O
,tune,B-music_item
,to,O
,my,B-playlist_owner
,Pumping,B-playlist
,Iron,I-playlist
,playlist.,O
Sentence: 228,add,O
,saxophone,B-entity_name
,supremacy,I-entity_name
,to,O
,ofelia's,B-playlist_owner
,calm,B-playlist
,before,I-playlist
,the,I-playlist
,storm,I-playlist
,playlist,O
Sentence: 229,add,O
,track,B-music_item
,to,O
,This,B-playlist
,Is,I-playlist
,Zezé,I-playlist
,Di,I-playlist
,Camargo,I-playlist
,&,I-playlist
,Luciano,I-playlist
Sentence: 230,Add,O
,sara,B-artist
,hickman,I-artist
,to,O
,my,B-playlist_owner
,Targeted,B-playlist
,list,O
Sentence: 231,Add,O
,anti,B-entity_name
,ep,I-entity_name
,to,O
,esenciales,B-playlist
Sentence: 232,add,O
,tune,B-music_item
,to,O
,my,B-playlist_owner
,this,B-playlist
,is,I-playlist
,animal,I-playlist
,collective,I-playlist
Sentence: 233,Add,O
,this,O
,track,B-music_item
,by,O
,Del,B-artist
,tha,I-artist
,Funkee,I-artist
,Homosapien,I-artist
,to,O
,the,O
,playlist,O
,songs,B-playlist
,for,I-playlist
,you,I-playlist
,not,I-playlist
,your,I-playlist
,parents,I-playlist
Sentence: 234,Add,O
,this,O
,tune,B-music_item
,to,O
,my,B-playlist_owner
,Rockabilly,B-playlist
,Mania,I-playlist
Sentence: 235,add,O
,this,O
,album,B-music_item
,by,O
,richard,B-artist
,hell,I-artist
,to,O
,arlene's,B-playlist_owner
,playlist,O
,named,O
,miami,B-playlist
,2017,I-playlist
,guest,I-playlist
,list,I-playlist
Sentence: 236,add,O
,the,O
,artist,B-music_item
,P,B-artist
,D,I-artist
,Q,I-artist
,Bach,I-artist
,to,O
,the,O
,te,B-playlist
,quiero,I-playlist
,playlist,O
Sentence: 237,add,O
,Caleigh,B-artist
,Peters,I-artist
,to,O
,my,B-playlist_owner
,women,B-playlist
,of,I-playlist
,country,I-playlist
,list,O
Sentence: 238,Add,O
,John,B-artist
,Tesh,I-artist
,to,O
,my,B-playlist_owner
,salsa,B-playlist
,classics,I-playlist
,playlist,O
Sentence: 239,Add,O
,inconfundible,B-entity_name
,to,O
,the,O
,piano,B-playlist
,in,I-playlist
,the,I-playlist
,background,I-playlist
,playlist.,O
Sentence: 240,Add,O
,Tarkan,B-artist
,to,O
,my,B-playlist_owner
,madrugando,B-playlist
,playlist,O
Sentence: 241,Can,O
,you,O
,put,O
,Musiri,B-artist
,Subramania,I-artist
,Iyer,I-artist
,'s,O
,song,B-music_item
,onto,O
,the,O
,lo-fi,B-playlist
,love,I-playlist
,soundtrack?,O
Sentence: 242,add,O
,grim,B-entity_name
,skunk,I-entity_name
,to,O
,Duetos,B-playlist
Sentence: 243,add,O
,an,O
,album,B-music_item
,in,O
,Guitar,B-playlist
,Hero,I-playlist
,Live,I-playlist
,Playlist,I-playlist
Sentence: 244,Add,O
,the,O
,singer,O
,ivan,B-artist
,roudyk,I-artist
,to,O
,my,B-playlist_owner
,fairy,B-playlist
,tales,I-playlist
,playlists,O
Sentence: 245,add,O
,zamiast,B-entity_name
,burzy,I-entity_name
,to,O
,Phunkadelic,B-playlist
Sentence: 246,add,O
,Paloma,B-entity_name
,negra,I-entity_name
,to,O
,my,B-playlist_owner
,Funky,B-playlist
,Jams,I-playlist
,list,O
Sentence: 247,add,O
,Bedroom,B-playlist
,Jams,I-playlist
,to,O
,album,B-music_item
Sentence: 248,I,O
,need,O
,another,O
,tune,B-music_item
,in,O
,my,B-playlist_owner
,legendary,B-playlist
,guitar,I-playlist
,solos,I-playlist
,playlist.,O
Sentence: 249,Add,O
,Happy,B-entity_name
,Holidays,I-entity_name
,to,O
,my,B-playlist_owner
,playlist,O
,called,O
,it's,B-playlist
,ok,I-playlist
,to,I-playlist
,like,I-playlist
,jazz,I-playlist
Sentence: 250,Add,O
,this,O
,track,B-music_item
,by,O
,Brian,B-artist
,Welch,I-artist
,to,O
,the,O
,spring,B-playlist
,music,I-playlist
,playlist,O
Sentence: 251,Add,O
,Bronislau,B-artist
,Kaper,I-artist
,to,O
,the,O
,drive,B-playlist
,playlist.,O
Sentence: 252,put,O
,this,O
,album,B-music_item
,in,O
,my,B-playlist_owner
,Fiesta,B-playlist
,section,O
Sentence: 253,add,O
,this,O
,artist,B-music_item
,to,O
,Pop,B-playlist
,2017,I-playlist
,Picks,I-playlist
Sentence: 254,add,O
,album,B-music_item
,to,O
,Ultra,B-playlist
,Metal,I-playlist
Sentence: 255,Add,O
,song,B-music_item
,to,O
,my,B-playlist_owner
,underground,B-playlist
,hits,I-playlist
Sentence: 256,Add,O
,another,O
,tune,B-music_item
,to,O
,my,B-playlist_owner
,Trance,B-playlist
,Life,I-playlist
,playlist.,O
Sentence: 257,add,O
,Irish,B-entity_name
,Heartbeat,I-entity_name
,to,O
,my,B-playlist_owner
,Trapeo,B-playlist
,playlist,O
Sentence: 258,Add,O
,the,O
,album,B-music_item
,to,O
,the,O
,psychedelic,B-playlist
,rock,I-playlist
,playlist,O
Sentence: 259,Add,O
,keine,B-entity_name
,grenzen,I-entity_name
,to,O
,New,B-playlist
,Metal,I-playlist
,Tracks,I-playlist
Sentence: 260,add,O
,this,O
,Eric,B-artist
,Weissberg,I-artist
,song,B-music_item
,to,O
,my,B-playlist_owner
,Dance,B-playlist
,Workout,I-playlist
Sentence: 261,go,O
,ahead,O
,and,O
,add,O
,blowfly,B-artist
,to,O
,my,B-playlist_owner
,This,B-playlist
,Is,I-playlist
,Schubert,I-playlist
,list,O
Sentence: 262,add,O
,Curious,B-entity_name
,corn,I-entity_name
,to,O
,Wild,B-playlist
,&,I-playlist
,Free,I-playlist
,Workout,I-playlist
Sentence: 263,Add,O
,J,B-artist
,J,I-artist
,Cale,I-artist
,to,O
,my,B-playlist_owner
,heavy,B-playlist
,gamer,I-playlist
,playlist.,O
Sentence: 264,add,O
,this,O
,song,B-music_item
,to,O
,Rock,B-playlist
,Party,I-playlist
Sentence: 265,I,O
,want,O
,to,O
,move,O
,this,O
,album,B-music_item
,to,O
,the,B-playlist
,selektor,I-playlist
,playlist,O
Sentence: 266,add,O
,this,O
,song,B-music_item
,to,O
,wedding,B-playlist
,classics,I-playlist
,playlist,O
Sentence: 267,Add,O
,el,B-artist
,pavo,I-artist
,dustin,I-artist
,to,O
,viajes,B-playlist
Sentence: 268,Add,O
,12,B-entity_name
,Odd,I-entity_name
,Future,I-entity_name
,Songs,I-entity_name
,to,O
,the,O
,Club,B-playlist
,Hits,I-playlist
,playlist.,O
Sentence: 269,add,O
,my,B-entity_name
,old,I-entity_name
,kentucky,I-entity_name
,home,I-entity_name
,to,O
,Fresh,B-playlist
,Finds,I-playlist
,Fire,I-playlist
,Emoji,I-playlist
Sentence: 270,add,O
,The,B-entity_name
,Darkest,I-entity_name
,Red,I-entity_name
,to,O
,this,B-playlist
,is,I-playlist
,jennifer,I-playlist
,lopez,I-playlist
Sentence: 271,add,O
,joan,B-artist
,wasser,I-artist
,to,O
,running,B-playlist
,playlist,O
Sentence: 272,Add,O
,Luiza,B-artist
,Possi,I-artist
,to,O
,my,B-playlist_owner
,bachelor,B-playlist
,party,I-playlist
,playlist.,O
Sentence: 273,Put,O
,an,O
,inyección,B-playlist
,musical,I-playlist
,track,B-music_item
,in,O
,the,O
,nanette's,B-playlist_owner
,playlist.,O
Sentence: 274,add,O
,i,B-artist
,roy,I-artist
,to,O
,my,B-playlist_owner
,this,B-playlist
,is,I-playlist
,Rosana,I-playlist
,playlist,O
Sentence: 275,add,O
,track,B-music_item
,by,O
,Klute,B-artist
,to,O
,winifred's,B-playlist_owner
,de,B-playlist
,camino,I-playlist
,a,I-playlist
,clase,I-playlist
,playlist,O
Sentence: 276,add,O
,tune,B-music_item
,to,O
,atmospheric,B-playlist
,black,I-playlist
,metal,I-playlist
,playlist,O
Sentence: 277,Add,O
,tune,B-music_item
,to,O
,cleaning,B-playlist
,the,I-playlist
,house,I-playlist
Sentence: 278,In,O
,my,B-playlist_owner
,playlist,O
,Rock,B-playlist
,Gaming,I-playlist
,add,O
,Mariem,B-entity_name
,Hassan,I-entity_name
,con,I-entity_name
,Leyoad,I-entity_name
Sentence: 279,Add,O
,Bien,B-entity_name
,Acompañado,I-entity_name
,to,O
,All,B-playlist
,Out,I-playlist
,60s,I-playlist
Sentence: 280,I,O
,want,O
,this,O
,tune,B-music_item
,on,O
,my,B-playlist_owner
,Most,B-playlist
,Necessary,I-playlist
,playlist,O
Sentence: 281,Incorporate,O
,Moribund,B-entity_name
,the,I-entity_name
,Burgermeister,I-entity_name
,into,O
,the,O
,50,B-playlist
,Shades,I-playlist
,of,I-playlist
,Love,I-playlist
,playlist.,O
Sentence: 282,I'd,O
,like,O
,for,O
,you,O
,to,O
,add,O
,Owen,B-artist
,Biddle,I-artist
,to,O
,my,B-playlist_owner
,Old,B-playlist
,School,I-playlist
,Death,I-playlist
,Metal,I-playlist
,playlist.,O
Sentence: 283,Add,O
,track,B-music_item
,by,O
,Fleetwood,O
,Mac,O
,to,O
,lakeisha's,B-playlist_owner
,playlist,O
,TODO,B-playlist
,NOVEDADES,I-playlist
Sentence: 284,add,O
,songs,O
,in,O
,90's,B-playlist
,hip,I-playlist
,hop,I-playlist
,of,O
,artist,B-music_item
Sentence: 285,Please,O
,add,O
,this,O
,this,O
,tune,B-music_item
,to,O
,the,O
,playlist,O
,this,B-playlist
,is,I-playlist
,selena,I-playlist
Sentence: 286,Add,O
,a,O
,track,B-music_item
,to,O
,my,B-playlist_owner
,girls',B-playlist
,night,I-playlist
,playlist.,O
Sentence: 287,Add,O
,Foreign,B-entity_name
,Affair,I-entity_name
,to,O
,the,O
,disney,B-playlist
,playlist.,O
Sentence: 288,Add,O
,some,O
,jim,B-artist
,diamond,I-artist
,to,O
,peace,B-playlist
Sentence: 289,add,O
,picasso,B-entity_name
,baby,I-entity_name
,to,O
,Digster,B-playlist
,Reggae,I-playlist
,playlist,O
Sentence: 290,put,O
,kan,B-entity_name
,on,O
,my,B-playlist_owner
,Indie,B-playlist
,Rock,I-playlist
,Road,I-playlist
,Trip,I-playlist
Sentence: 291,Add,O
,this,O
,artist,B-music_item
,to,O
,Metal,B-playlist
,Party,I-playlist
Sentence: 292,For,O
,my,B-playlist_owner
,playlist,O
,fresh,B-playlist
,finds,I-playlist
,hiptronix,I-playlist
,add,O
,the,O
,name,O
,polka,B-entity_name
,medley,I-entity_name
Sentence: 293,Add,O
,a,O
,tune,B-music_item
,to,O
,the,O
,this,B-playlist
,is,I-playlist
,animal,I-playlist
,collective,I-playlist
,playlist.,O
Sentence: 294,Please,O
,put,O
,the,O
,album,B-music_item
,onto,O
,fresh,B-playlist
,folk,I-playlist
,.,O
Sentence: 295,add,O
,track,B-music_item
,to,O
,my,B-playlist_owner
,global,B-playlist
,top,I-playlist
,50,I-playlist
Sentence: 296,add,O
,track,B-music_item
,to,O
,Punk,B-playlist
,Essentials,I-playlist
Sentence: 297,add,O
,Matthew,B-artist
,Helders,I-artist
,artist,B-music_item
,in,O
,Showstopper,B-playlist
,Being,I-playlist
,Mary,I-playlist
,Jane,I-playlist
Sentence: 298,Can,O
,you,O
,add,O
,Honey,B-entity_name
,Hush,I-entity_name
,to,O
,hits,B-playlist
,of,I-playlist
,the,I-playlist
,60s,I-playlist
Sentence: 299,add,O
,this,O
,Rob,B-artist
,Campanella,I-artist
,tune,B-music_item
,to,O
,psychedelic,B-playlist
,rock,I-playlist
Sentence: 300,Add,O
,2012,B-entity_name
,Zwanzig,I-entity_name
,Zwölf,I-entity_name
,to,O
,my,B-playlist_owner
,miami,B-playlist
,2017,I-playlist
,guest,I-playlist
,list,I-playlist
Sentence: 301,add,O
,this,O
,artist,B-music_item
,to,O
,my,B-playlist_owner
,Pop,B-playlist
,Punk's,I-playlist
,Not,I-playlist
,Dead,I-playlist
Sentence: 302,I,O
,would,O
,like,O
,this,O
,artist,B-music_item
,on,O
,drum,B-playlist
,&,I-playlist
,breaks,I-playlist
,.,O
Sentence: 303,add,O
,gabrial,B-artist
,mcnair,I-artist
,to,O
,my,B-playlist_owner
,Love,B-playlist
,In,I-playlist
,Paris,I-playlist
,list,O
Sentence: 304,add,O
,tapper,B-artist
,zukie,I-artist
,to,O
,the,O
,all,B-playlist
,out,I-playlist
,00s,I-playlist
,playlist,O
Sentence: 305,add,O
,Kisaki,B-artist
,to,O
,Family,B-playlist
,Road,I-playlist
,Trip,I-playlist
,playlist,O
Sentence: 306,add,O
,track,B-music_item
,to,O
,my,B-playlist_owner
,Gold,B-playlist
,Edition,I-playlist
,playlist,O
Sentence: 307,add,O
,Unite,B-entity_name
,and,I-entity_name
,Win,I-entity_name
,to,O
,my,B-playlist_owner
,night,B-playlist
,out,I-playlist
Sentence: 308,Add,O
,The,B-entity_name
,Hellacopters,I-entity_name
,singles,I-entity_name
,to,O
,my,B-playlist_owner
,teen,B-playlist
,party,I-playlist
Sentence: 309,Add,O
,Cream,B-entity_name
,to,O
,the,O
,funk,B-playlist
,playlist.,O
Sentence: 310,move,O
,El,B-entity_name
,Viaje,I-entity_name
,de,I-entity_name
,Copperpot,I-entity_name
,into,O
,my,B-playlist_owner
,Emily,B-playlist
,Dickinson,I-playlist
,playlist,O
Sentence: 311,Add,O
,this,O
,tune,B-music_item
,to,O
,hipster,B-playlist
,soul,I-playlist
Sentence: 312,Put,O
,Beside,B-entity_name
,You,I-entity_name
,in,O
,my,B-playlist_owner
,spotify,B-playlist
,orchestra,I-playlist
,cello,I-playlist
,playlist.,O
Sentence: 313,add,O
,madlib,B-entity_name
,invazion,I-entity_name
,to,O
,my,B-playlist_owner
,prog,B-playlist
,rock,I-playlist
,monsters,I-playlist
,list,O
Sentence: 314,Add,O
,the,B-entity_name
,secret,I-entity_name
,wars,I-entity_name
,into,O
,the,O
,digging,B-playlist
,now,I-playlist
,playlist,O
Sentence: 315,add,O
,warpaint,B-entity_name
,in,O
,my,B-playlist_owner
,Pre-Party,B-playlist
,list,O
Sentence: 316,add,O
,young,B-artist
,maylay,I-artist
,to,O
,Club,B-playlist
,Hits,I-playlist
Sentence: 317,add,O
,artist,B-music_item
,to,O
,my,B-playlist_owner
,Phunkadelic,B-playlist
,playlist,O
Sentence: 318,add,O
,space,B-artist
,cowboy,I-artist
,to,O
,my,B-playlist_owner
,the,B-playlist
,funny,I-playlist
,thing,I-playlist
,about,I-playlist
,football,I-playlist
,is,I-playlist
,playlist,O
Sentence: 319,add,O
,d-day,B-entity_name
,dodgers,I-entity_name
,to,O
,my,B-playlist_owner
,running,B-playlist
,power,I-playlist
,playlist,O
Sentence: 320,Put,O
,a,O
,molly,B-artist
,mcguire,I-artist
,album,B-music_item
,in,O
,my,B-playlist_owner
,metal,B-playlist
,talks,I-playlist
,kreator,I-playlist
,playlist.,O
Sentence: 321,Add,O
,a,O
,song,B-music_item
,by,O
,Takahito,B-artist
,Eguchi,I-artist
,to,O
,my,B-playlist_owner
,guest,B-playlist
,list,I-playlist
,polygon,I-playlist
,playlist.,O
Sentence: 322,Add,O
